User Library,User Age,Number of Users
Aberdeen,2,4
Aberdeen,3,51
Aberdeen,4,100
Aberdeen,5,215
Aberdeen,6,249
Aberdeen,7,252
Aberdeen,8,304
Aberdeen,9,264
Aberdeen,10,301
Aberdeen,11,303
Aberdeen,12,349
Aberdeen,13,330
Aberdeen,14,351
Aberdeen,15,354
Aberdeen,16,345
Aberdeen,17,355
Aberdeen,18,301
Aberdeen,19,160
Aberdeen,20,44
Aberdeen,21,53
Aberdeen,22,43
Aberdeen,23,45
Aberdeen,24,32
Aberdeen,25,51
Aberdeen,26,48
Aberdeen,27,52
Aberdeen,28,47
Aberdeen,29,57
Aberdeen,30,69
Aberdeen,31,75
Aberdeen,32,58
Aberdeen,33,76
Aberdeen,34,71
Aberdeen,35,61
Aberdeen,36,59
Aberdeen,37,73
Aberdeen,38,63
Aberdeen,39,54
Aberdeen,40,43
Aberdeen,41,69
Aberdeen,42,66
Aberdeen,43,46
Aberdeen,44,51
Aberdeen,45,42
Aberdeen,46,53
Aberdeen,47,51
Aberdeen,48,38
Aberdeen,49,39
Aberdeen,50,57
Aberdeen,51,50
Aberdeen,52,51
Aberdeen,53,35
Aberdeen,54,43
Aberdeen,55,35
Aberdeen,56,41
Aberdeen,57,49
Aberdeen,58,51
Aberdeen,59,39
Aberdeen,60,49
Aberdeen,61,41
Aberdeen,62,46
Aberdeen,63,55
Aberdeen,64,45
Aberdeen,65,58
Aberdeen,66,66
Aberdeen,67,67
Aberdeen,68,56
Aberdeen,69,50
Aberdeen,70,44
Aberdeen,71,41
Aberdeen,72,50
Aberdeen,73,45
Aberdeen,74,42
Aberdeen,75,28
Aberdeen,76,26
Aberdeen,77,28
Aberdeen,78,25
Aberdeen,79,21
Aberdeen,80,18
Aberdeen,81,13
Aberdeen,82,10
Aberdeen,83,7
Aberdeen,84,13
Aberdeen,85,5
Aberdeen,86,5
Aberdeen,87,10
Aberdeen,88,7
Aberdeen,90,1
Aberdeen,91,1
Aberdeen,92,3
Aberdeen,93,2
Aberdeen,94,3
Aberdeen,97,1
Amanda Park,3,3
Amanda Park,4,5
Amanda Park,5,5
Amanda Park,6,7
Amanda Park,7,6
Amanda Park,8,9
Amanda Park,9,11
Amanda Park,10,5
Amanda Park,11,9
Amanda Park,12,13
Amanda Park,13,8
Amanda Park,14,6
Amanda Park,15,7
Amanda Park,16,10
Amanda Park,17,5
Amanda Park,18,2
Amanda Park,19,5
Amanda Park,20,4
Amanda Park,21,6
Amanda Park,22,6
Amanda Park,23,6
Amanda Park,24,4
Amanda Park,25,6
Amanda Park,26,5
Amanda Park,27,8
Amanda Park,28,5
Amanda Park,29,4
Amanda Park,30,6
Amanda Park,31,2
Amanda Park,32,7
Amanda Park,33,3
Amanda Park,34,4
Amanda Park,35,2
Amanda Park,36,4
Amanda Park,37,8
Amanda Park,38,2
Amanda Park,39,5
Amanda Park,40,5
Amanda Park,41,4
Amanda Park,42,3
Amanda Park,43,5
Amanda Park,44,1
Amanda Park,45,3
Amanda Park,47,2
Amanda Park,48,3
Amanda Park,49,2
Amanda Park,50,1
Amanda Park,51,2
Amanda Park,52,1
Amanda Park,53,2
Amanda Park,54,1
Amanda Park,55,1
Amanda Park,56,1
Amanda Park,57,1
Amanda Park,58,2
Amanda Park,59,6
Amanda Park,60,4
Amanda Park,61,4
Amanda Park,62,3
Amanda Park,63,5
Amanda Park,64,5
Amanda Park,65,3
Amanda Park,66,6
Amanda Park,67,8
Amanda Park,68,4
Amanda Park,69,3
Amanda Park,70,3
Amanda Park,71,4
Amanda Park,72,3
Amanda Park,73,4
Amanda Park,74,4
Amanda Park,75,1
Amanda Park,76,2
Amanda Park,77,2
Amanda Park,78,2
Amanda Park,79,1
Amanda Park,82,3
Amanda Park,83,1
Amanda Park,84,1
Amanda Park,86,1
Amanda Park,92,1
Amanda Park,94,1
Amanda Park,101,1
Centralia,2,4
Centralia,3,25
Centralia,4,13
Centralia,5,157
Centralia,6,184
Centralia,7,85
Centralia,8,61
Centralia,9,52
Centralia,10,77
Centralia,11,79
Centralia,12,95
Centralia,13,101
Centralia,14,87
Centralia,15,88
Centralia,16,102
Centralia,17,83
Centralia,18,76
Centralia,19,59
Centralia,20,65
Centralia,21,53
Centralia,22,65
Centralia,23,65
Centralia,24,70
Centralia,25,67
Centralia,26,69
Centralia,27,65
Centralia,28,68
Centralia,29,93
Centralia,30,85
Centralia,31,88
Centralia,32,83
Centralia,33,70
Centralia,34,88
Centralia,35,97
Centralia,36,81
Centralia,37,75
Centralia,38,92
Centralia,39,82
Centralia,40,71
Centralia,41,86
Centralia,42,58
Centralia,43,77
Centralia,44,69
Centralia,45,75
Centralia,46,49
Centralia,47,39
Centralia,48,47
Centralia,49,60
Centralia,50,55
Centralia,51,66
Centralia,52,55
Centralia,53,51
Centralia,54,48
Centralia,55,60
Centralia,56,32
Centralia,57,44
Centralia,58,52
Centralia,59,42
Centralia,60,58
Centralia,61,70
Centralia,62,65
Centralia,63,55
Centralia,64,67
Centralia,65,57
Centralia,66,60
Centralia,67,59
Centralia,68,79
Centralia,69,75
Centralia,70,71
Centralia,71,71
Centralia,72,55
Centralia,73,49
Centralia,74,54
Centralia,75,46
Centralia,76,37
Centralia,77,29
Centralia,78,26
Centralia,79,28
Centralia,80,20
Centralia,81,25
Centralia,82,22
Centralia,83,13
Centralia,84,13
Centralia,85,10
Centralia,86,11
Centralia,87,8
Centralia,88,9
Centralia,89,6
Centralia,90,2
Centralia,91,1
Centralia,92,3
Centralia,93,3
Centralia,94,1
Centralia,95,1
Centralia,97,1
Centralia,98,1
Chehalis,2,8
Chehalis,3,25
Chehalis,4,26
Chehalis,5,144
Chehalis,6,160
Chehalis,7,85
Chehalis,8,80
Chehalis,9,91
Chehalis,10,72
Chehalis,11,85
Chehalis,12,103
Chehalis,13,119
Chehalis,14,105
Chehalis,15,107
Chehalis,16,114
Chehalis,17,119
Chehalis,18,100
Chehalis,19,60
Chehalis,20,64
Chehalis,21,48
Chehalis,22,45
Chehalis,23,58
Chehalis,24,35
Chehalis,25,52
Chehalis,26,47
Chehalis,27,43
Chehalis,28,47
Chehalis,29,57
Chehalis,30,67
Chehalis,31,57
Chehalis,32,53
Chehalis,33,53
Chehalis,34,71
Chehalis,35,60
Chehalis,36,74
Chehalis,37,69
Chehalis,38,70
Chehalis,39,71
Chehalis,40,84
Chehalis,41,75
Chehalis,42,66
Chehalis,43,50
Chehalis,44,62
Chehalis,45,49
Chehalis,46,37
Chehalis,47,40
Chehalis,48,40
Chehalis,49,45
Chehalis,50,48
Chehalis,51,48
Chehalis,52,44
Chehalis,53,47
Chehalis,54,47
Chehalis,55,40
Chehalis,56,43
Chehalis,57,61
Chehalis,58,54
Chehalis,59,51
Chehalis,60,47
Chehalis,61,55
Chehalis,62,55
Chehalis,63,48
Chehalis,64,55
Chehalis,65,64
Chehalis,66,61
Chehalis,67,76
Chehalis,68,65
Chehalis,69,50
Chehalis,70,50
Chehalis,71,79
Chehalis,72,49
Chehalis,73,48
Chehalis,74,52
Chehalis,75,35
Chehalis,76,38
Chehalis,77,25
Chehalis,78,29
Chehalis,79,33
Chehalis,80,15
Chehalis,81,20
Chehalis,82,16
Chehalis,83,17
Chehalis,84,12
Chehalis,85,1
Chehalis,86,7
Chehalis,87,7
Chehalis,88,2
Chehalis,89,5
Chehalis,90,1
Chehalis,91,4
Chehalis,93,2
Chehalis,94,4
Chehalis,95,2
Chehalis,96,1
Chehalis,97,1
Elma,2,3
Elma,3,2
Elma,4,10
Elma,5,106
Elma,6,148
Elma,7,131
Elma,8,110
Elma,9,148
Elma,10,164
Elma,11,144
Elma,12,119
Elma,13,115
Elma,14,68
Elma,15,27
Elma,16,22
Elma,17,21
Elma,18,21
Elma,19,26
Elma,20,12
Elma,21,13
Elma,22,20
Elma,23,16
Elma,24,18
Elma,25,20
Elma,26,21
Elma,27,18
Elma,28,20
Elma,29,25
Elma,30,17
Elma,31,31
Elma,32,27
Elma,33,18
Elma,34,23
Elma,35,22
Elma,36,24
Elma,37,20
Elma,38,17
Elma,39,30
Elma,40,14
Elma,41,16
Elma,42,19
Elma,43,21
Elma,44,23
Elma,45,22
Elma,46,15
Elma,47,9
Elma,48,20
Elma,49,13
Elma,50,16
Elma,51,19
Elma,52,24
Elma,53,14
Elma,54,17
Elma,55,10
Elma,56,21
Elma,57,18
Elma,58,15
Elma,59,26
Elma,60,16
Elma,61,22
Elma,62,16
Elma,63,17
Elma,64,14
Elma,65,26
Elma,66,23
Elma,67,20
Elma,68,13
Elma,69,19
Elma,70,11
Elma,71,18
Elma,72,19
Elma,73,14
Elma,74,12
Elma,75,14
Elma,76,6
Elma,77,14
Elma,78,9
Elma,79,8
Elma,80,9
Elma,81,7
Elma,82,2
Elma,83,3
Elma,84,4
Elma,85,2
Elma,86,3
Elma,87,1
Elma,88,2
Elma,89,2
Elma,90,4
Elma,91,3
Elma,92,2
Elma,95,1
Hoquiam,2,1
Hoquiam,3,2
Hoquiam,4,7
Hoquiam,5,15
Hoquiam,6,13
Hoquiam,7,10
Hoquiam,8,12
Hoquiam,9,11
Hoquiam,10,20
Hoquiam,11,25
Hoquiam,12,23
Hoquiam,13,28
Hoquiam,14,28
Hoquiam,15,29
Hoquiam,16,30
Hoquiam,17,26
Hoquiam,18,19
Hoquiam,19,26
Hoquiam,20,24
Hoquiam,21,12
Hoquiam,22,13
Hoquiam,23,16
Hoquiam,24,24
Hoquiam,25,22
Hoquiam,26,12
Hoquiam,27,23
Hoquiam,28,20
Hoquiam,29,33
Hoquiam,30,15
Hoquiam,31,39
Hoquiam,32,32
Hoquiam,33,33
Hoquiam,34,22
Hoquiam,35,35
Hoquiam,36,25
Hoquiam,37,28
Hoquiam,38,22
Hoquiam,39,25
Hoquiam,40,26
Hoquiam,41,23
Hoquiam,42,21
Hoquiam,43,20
Hoquiam,44,27
Hoquiam,45,20
Hoquiam,46,21
Hoquiam,47,16
Hoquiam,48,17
Hoquiam,49,23
Hoquiam,50,19
Hoquiam,51,24
Hoquiam,52,20
Hoquiam,53,15
Hoquiam,54,19
Hoquiam,55,18
Hoquiam,56,13
Hoquiam,57,19
Hoquiam,58,21
Hoquiam,59,22
Hoquiam,60,20
Hoquiam,61,22
Hoquiam,62,21
Hoquiam,63,25
Hoquiam,64,19
Hoquiam,65,21
Hoquiam,66,20
Hoquiam,67,19
Hoquiam,68,36
Hoquiam,69,26
Hoquiam,70,32
Hoquiam,71,19
Hoquiam,72,28
Hoquiam,73,20
Hoquiam,74,25
Hoquiam,75,13
Hoquiam,76,13
Hoquiam,77,10
Hoquiam,78,17
Hoquiam,79,18
Hoquiam,80,18
Hoquiam,81,3
Hoquiam,82,7
Hoquiam,83,3
Hoquiam,84,11
Hoquiam,85,9
Hoquiam,86,3
Hoquiam,87,3
Hoquiam,88,2
Hoquiam,89,2
Hoquiam,90,3
Hoquiam,91,3
Hoquiam,92,1
Hoquiam,94,1
Hoquiam,95,1
Hoquiam,96,1
Hoodsport,2,2
Hoodsport,3,1
Hoodsport,5,5
Hoodsport,6,2
Hoodsport,7,1
Hoodsport,9,1
Hoodsport,10,1
Hoodsport,11,4
Hoodsport,13,2
Hoodsport,14,1
Hoodsport,15,4
Hoodsport,16,2
Hoodsport,17,3
Hoodsport,19,4
Hoodsport,20,1
Hoodsport,21,2
Hoodsport,22,4
Hoodsport,23,6
Hoodsport,24,7
Hoodsport,25,10
Hoodsport,26,1
Hoodsport,27,9
Hoodsport,28,4
Hoodsport,29,7
Hoodsport,30,6
Hoodsport,31,6
Hoodsport,32,7
Hoodsport,33,6
Hoodsport,34,7
Hoodsport,35,8
Hoodsport,36,10
Hoodsport,37,4
Hoodsport,38,10
Hoodsport,39,12
Hoodsport,40,16
Hoodsport,41,11
Hoodsport,42,9
Hoodsport,43,8
Hoodsport,44,8
Hoodsport,45,13
Hoodsport,46,9
Hoodsport,47,2
Hoodsport,48,6
Hoodsport,49,6
Hoodsport,50,7
Hoodsport,51,9
Hoodsport,52,5
Hoodsport,53,11
Hoodsport,54,4
Hoodsport,55,8
Hoodsport,56,9
Hoodsport,57,7
Hoodsport,58,13
Hoodsport,59,9
Hoodsport,60,15
Hoodsport,61,10
Hoodsport,62,18
Hoodsport,63,13
Hoodsport,64,13
Hoodsport,65,25
Hoodsport,66,22
Hoodsport,67,26
Hoodsport,68,22
Hoodsport,69,17
Hoodsport,70,20
Hoodsport,71,12
Hoodsport,72,18
Hoodsport,73,7
Hoodsport,74,23
Hoodsport,75,25
Hoodsport,76,11
Hoodsport,77,18
Hoodsport,78,8
Hoodsport,79,3
Hoodsport,80,5
Hoodsport,81,7
Hoodsport,82,7
Hoodsport,83,8
Hoodsport,84,6
Hoodsport,85,1
Hoodsport,86,3
Hoodsport,87,3
Hoodsport,88,1
Hoodsport,89,1
Hoodsport,92,2
Hoodsport,94,1
Hoodsport,97,1
Ilwaco,3,4
Ilwaco,4,3
Ilwaco,5,3
Ilwaco,6,4
Ilwaco,7,1
Ilwaco,8,7
Ilwaco,9,2
Ilwaco,10,8
Ilwaco,11,4
Ilwaco,12,10
Ilwaco,13,8
Ilwaco,14,9
Ilwaco,15,8
Ilwaco,16,5
Ilwaco,17,11
Ilwaco,18,5
Ilwaco,19,9
Ilwaco,20,3
Ilwaco,21,4
Ilwaco,22,8
Ilwaco,23,2
Ilwaco,24,5
Ilwaco,25,5
Ilwaco,26,12
Ilwaco,27,5
Ilwaco,28,14
Ilwaco,29,16
Ilwaco,30,8
Ilwaco,31,10
Ilwaco,32,11
Ilwaco,33,12
Ilwaco,34,10
Ilwaco,35,11
Ilwaco,36,14
Ilwaco,37,16
Ilwaco,38,18
Ilwaco,39,14
Ilwaco,40,11
Ilwaco,41,5
Ilwaco,42,9
Ilwaco,43,11
Ilwaco,44,6
Ilwaco,45,13
Ilwaco,46,11
Ilwaco,47,8
Ilwaco,48,13
Ilwaco,49,16
Ilwaco,50,16
Ilwaco,51,15
Ilwaco,52,17
Ilwaco,53,11
Ilwaco,54,13
Ilwaco,55,7
Ilwaco,56,17
Ilwaco,57,17
Ilwaco,58,21
Ilwaco,59,19
Ilwaco,60,14
Ilwaco,61,16
Ilwaco,62,19
Ilwaco,63,25
Ilwaco,64,25
Ilwaco,65,21
Ilwaco,66,29
Ilwaco,67,38
Ilwaco,68,34
Ilwaco,69,28
Ilwaco,70,40
Ilwaco,71,24
Ilwaco,72,33
Ilwaco,73,20
Ilwaco,74,32
Ilwaco,75,31
Ilwaco,76,21
Ilwaco,77,19
Ilwaco,78,21
Ilwaco,79,16
Ilwaco,80,9
Ilwaco,81,7
Ilwaco,82,7
Ilwaco,83,2
Ilwaco,84,5
Ilwaco,85,6
Ilwaco,86,5
Ilwaco,87,2
Ilwaco,88,3
Ilwaco,89,1
Ilwaco,90,2
Ilwaco,91,1
Ilwaco,92,2
Ilwaco,95,1
Lacey,2,48
Lacey,3,128
Lacey,4,193
Lacey,5,741
Lacey,6,685
Lacey,7,361
Lacey,8,336
Lacey,9,433
Lacey,10,533
Lacey,11,492
Lacey,12,428
Lacey,13,474
Lacey,14,450
Lacey,15,350
Lacey,16,367
Lacey,17,334
Lacey,18,251
Lacey,19,209
Lacey,20,173
Lacey,21,206
Lacey,22,195
Lacey,23,196
Lacey,24,189
Lacey,25,212
Lacey,26,238
Lacey,27,263
Lacey,28,266
Lacey,29,296
Lacey,30,311
Lacey,31,320
Lacey,32,325
Lacey,33,331
Lacey,34,352
Lacey,35,411
Lacey,36,381
Lacey,37,348
Lacey,38,373
Lacey,39,355
Lacey,40,388
Lacey,41,355
Lacey,42,324
Lacey,43,267
Lacey,44,296
Lacey,45,282
Lacey,46,232
Lacey,47,244
Lacey,48,208
Lacey,49,228
Lacey,50,223
Lacey,51,222
Lacey,52,238
Lacey,53,207
Lacey,54,207
Lacey,55,179
Lacey,56,177
Lacey,57,205
Lacey,58,203
Lacey,59,193
Lacey,60,189
Lacey,61,226
Lacey,62,240
Lacey,63,253
Lacey,64,263
Lacey,65,265
Lacey,66,250
Lacey,67,295
Lacey,68,313
Lacey,69,321
Lacey,70,285
Lacey,71,259
Lacey,72,263
Lacey,73,277
Lacey,74,238
Lacey,75,255
Lacey,76,172
Lacey,77,183
Lacey,78,167
Lacey,79,148
Lacey,80,109
Lacey,81,100
Lacey,82,86
Lacey,83,74
Lacey,84,63
Lacey,85,40
Lacey,86,43
Lacey,87,33
Lacey,88,28
Lacey,89,28
Lacey,90,24
Lacey,91,10
Lacey,92,12
Lacey,93,7
Lacey,94,11
Lacey,95,4
Lacey,96,4
Lacey,97,3
Lacey,99,1
Lacey,100,2
Lacey,103,3
Lacey,115,1
Maintenance,17,1
Maintenance,33,1
Maintenance,35,1
Maintenance,37,1
Maintenance,40,1
Maintenance,45,1
Maintenance,46,1
Maintenance,52,1
Maintenance,62,1
McCleary,3,8
McCleary,4,20
McCleary,5,21
McCleary,6,15
McCleary,7,14
McCleary,8,15
McCleary,9,15
McCleary,10,18
McCleary,11,23
McCleary,12,10
McCleary,13,19
McCleary,14,10
McCleary,15,12
McCleary,16,8
McCleary,17,7
McCleary,18,10
McCleary,19,6
McCleary,20,4
McCleary,21,5
McCleary,22,10
McCleary,23,6
McCleary,24,8
McCleary,25,6
McCleary,26,15
McCleary,27,12
McCleary,28,10
McCleary,29,12
McCleary,30,11
McCleary,31,9
McCleary,32,16
McCleary,33,9
McCleary,34,8
McCleary,35,8
McCleary,36,18
McCleary,37,19
McCleary,38,8
McCleary,39,13
McCleary,40,11
McCleary,41,9
McCleary,42,7
McCleary,43,15
McCleary,44,11
McCleary,45,8
McCleary,46,4
McCleary,47,9
McCleary,48,6
McCleary,49,10
McCleary,50,4
McCleary,51,5
McCleary,52,12
McCleary,53,8
McCleary,54,8
McCleary,55,7
McCleary,56,7
McCleary,57,7
McCleary,58,7
McCleary,59,13
McCleary,60,7
McCleary,61,12
McCleary,62,7
McCleary,63,14
McCleary,64,12
McCleary,65,13
McCleary,66,7
McCleary,67,10
McCleary,68,10
McCleary,69,8
McCleary,70,10
McCleary,71,7
McCleary,72,7
McCleary,73,6
McCleary,74,2
McCleary,75,9
McCleary,76,5
McCleary,77,2
McCleary,78,2
McCleary,79,5
McCleary,80,2
McCleary,81,5
McCleary,82,7
McCleary,83,1
McCleary,84,2
McCleary,85,2
McCleary,86,2
McCleary,87,3
McCleary,88,1
McCleary,89,1
McCleary,93,1
McCleary,96,1
Montesano,2,1
Montesano,3,1
Montesano,4,4
Montesano,5,9
Montesano,6,8
Montesano,7,15
Montesano,8,11
Montesano,9,12
Montesano,10,31
Montesano,11,24
Montesano,12,21
Montesano,13,21
Montesano,14,21
Montesano,15,19
Montesano,16,23
Montesano,17,16
Montesano,18,11
Montesano,19,8
Montesano,20,7
Montesano,21,10
Montesano,22,17
Montesano,23,12
Montesano,24,7
Montesano,25,7
Montesano,26,13
Montesano,27,16
Montesano,28,16
Montesano,29,18
Montesano,30,15
Montesano,31,21
Montesano,32,17
Montesano,33,14
Montesano,34,30
Montesano,35,22
Montesano,36,17
Montesano,37,16
Montesano,38,24
Montesano,39,15
Montesano,40,24
Montesano,41,23
Montesano,42,24
Montesano,43,21
Montesano,44,12
Montesano,45,17
Montesano,46,11
Montesano,47,9
Montesano,48,11
Montesano,49,10
Montesano,50,19
Montesano,51,17
Montesano,52,17
Montesano,53,11
Montesano,54,17
Montesano,55,12
Montesano,56,14
Montesano,57,13
Montesano,58,17
Montesano,59,20
Montesano,60,17
Montesano,61,18
Montesano,62,21
Montesano,63,21
Montesano,64,24
Montesano,65,27
Montesano,66,23
Montesano,67,26
Montesano,68,30
Montesano,69,29
Montesano,70,28
Montesano,71,21
Montesano,72,15
Montesano,73,29
Montesano,74,30
Montesano,75,21
Montesano,76,19
Montesano,77,12
Montesano,78,11
Montesano,79,6
Montesano,80,7
Montesano,81,5
Montesano,82,3
Montesano,83,4
Montesano,84,6
Montesano,85,2
Montesano,87,3
Montesano,88,4
Montesano,89,3
Montesano,90,1
Montesano,91,2
Montesano,93,1
Montesano,94,2
Morton Kiosk - Centralia College,4,2
Morton Kiosk - Centralia College,11,1
Morton Kiosk - Centralia College,12,1
Morton Kiosk - Centralia College,14,1
Morton Kiosk - Centralia College,15,1
Morton Kiosk - Centralia College,17,1
Morton Kiosk - Centralia College,20,4
Morton Kiosk - Centralia College,21,5
Morton Kiosk - Centralia College,22,3
Morton Kiosk - Centralia College,23,3
Morton Kiosk - Centralia College,24,2
Morton Kiosk - Centralia College,25,2
Morton Kiosk - Centralia College,26,3
Morton Kiosk - Centralia College,27,1
Morton Kiosk - Centralia College,29,1
Morton Kiosk - Centralia College,30,3
Morton Kiosk - Centralia College,31,1
Morton Kiosk - Centralia College,32,3
Morton Kiosk - Centralia College,34,1
Morton Kiosk - Centralia College,35,2
Morton Kiosk - Centralia College,36,1
Morton Kiosk - Centralia College,39,1
Morton Kiosk - Centralia College,40,1
Morton Kiosk - Centralia College,41,2
Morton Kiosk - Centralia College,42,1
